企业代号,企业名称,"('金额', 'count')_x","('金额', 'mean')_x","('金额', 'std')_x","('金额', 'min')_x","('金额', '25%')_x","('金额', '50%')_x","('金额', '75%')_x","('金额', 'max')_x","('税额', 'count')_x","('税额', 'mean')_x","('税额', 'std')_x","('税额', 'min')_x","('税额', '25%')_x","('税额', '50%')_x","('税额', '75%')_x","('税额', 'max')_x","('价税合计', 'count')_x","('价税合计', 'mean')_x","('价税合计', 'std')_x","('价税合计', 'min')_x","('价税合计', '25%')_x","('价税合计', '50%')_x","('价税合计', '75%')_x","('价税合计', 'max')_x","('发票状态', 'count')_x","('发票状态', 'unique')_x","('发票状态', 'top')_x","('发票状态', 'freq')_x","('金额', 'count')","('金额', 'mean')","('金额', 'std')","('金额', 'min')","('金额', '25%')","('金额', '50%')","('金额', '75%')","('金额', 'max')","('税额', 'count')","('税额', 'mean')","('税额', 'std')","('税额', 'min')","('税额', '25%')","('税额', '50%')","('税额', '75%')","('税额', 'max')","('价税合计', 'count')","('价税合计', 'mean')","('价税合计', 'std')","('价税合计', 'min')","('价税合计', '25%')","('价税合计', '50%')","('价税合计', '75%')","('价税合计', 'max')","('发票状态', 'count')","('发票状态', 'unique')","('发票状态', 'top')","('发票状态', 'freq')"
E134,***工程咨询有限公司,1695.0,2402.4804542772968,30392.64885437959,-1446.87,133.98,230.09,505.82500000000005,1219827.59,1695.0,219.89676696165185,4766.741297055109,-188.1,4.82,19.57,41.38,195172.41,1695.0,2622.377221238939,35117.91355623839,-1634.97,139.1,250.0,537.0,1415000.0,1695,2,有效发票,1664,3070.0,42936.46968078225,36150.57487594768,-94339.62,13875.4375,33402.125,84905.66,94339.62,3070.0,2576.188905537441,2169.0353732759677,-5660.38,832.53,2004.125,5094.34,5660.38,3070.0,45512.6585863192,38319.610249221936,-100000.0,14707.9675,35406.25,90000.0,100000.0,3070,2,有效发票,2835
E135,***建设工程有限公司,2891.0,8847.712393635395,36246.07765980561,-194174.76,310.51,911.5,1221.05,968446.61,2891.0,657.6934763057869,2746.4627231832237,-10944.99,29.13,107.24,154.155,57522.12,2891.0,9505.405869941198,38316.48373284133,-200000.0,340.75,1000.0,1378.48,997500.0,2891,2,有效发票,2847,413.0,379678.3692978205,399390.56381134206,-999047.62,87475.73,258800.5,769697.09,999047.62,413.0,22254.841016949133,32365.163543927432,-21871.17,600.0,4808.58,29126.21,99099.1,413.0,401933.21031477,421875.46927917475,-1000000.0,90000.0,269776.34,823742.0,1070000.0,413,2,有效发票,367
E136,***机械有限责任公司,1288.0,89066.62186335433,14965.041851372316,-2400.7,86702.59,89655.17,98148.88,99983.01,1288.0,13679.084526397513,2415.0667395754704,-144.05,12778.54,13996.55,15487.7,16273.5,1288.0,102745.7063897513,17049.69566492626,-2544.75,98625.0,104000.0,112980.8,115976.0,1288,2,有效发票,1286,1355.0,91312.00531365321,12594.182494728677,-75641.03,87531.87,92307.69,98783.19,99993.49,1355.0,14084.903985239755,2288.5238982555215,-12858.97,12841.81,14246.9,15832.89,16998.56,1355.0,105396.90929889285,14516.03429622688,-88500.0,100950.0,105325.0,114518.7,116990.06,1355,2,有效发票,1284
E137,***建设工程有限公司,3281.0,35297.60301737229,98899.58924206016,-99823.01,256.7,834.95,46455.34,999523.81,3281.0,1768.0593447119927,7493.346540679634,-12976.99,15.76,52.3,813.53,155977.77,3281.0,37065.66236208472,104591.85546541023,-112800.0,284.0,900.0,50000.0,1130838.8,3281,2,有效发票,3141,254.0,625780.0214173225,360598.31032158044,-961165.05,363636.36,783369.0700000001,891891.89,961165.05,254.0,45567.27299212597,34245.460573838915,-50000.0,18960.9,29282.34,81743.12,98108.11,254.0,671347.2944094487,385698.25971200527,-990000.0,400000.0,857775.2949999999,990000.0,999000.0,254,2,有效发票,231
E138,个体经营E138 ,520.0,40598.03767307689,70081.11589158235,-1665.1,140.71,526.01,81367.52,728761.06,520.0,6032.040230769236,10346.90419114355,-266.42,13.9025,61.315,11819.85,94738.94,520.0,46630.077903846155,80325.3265396397,-1931.52,159.0,580.5,95200.0,823500.0,520,2,有效发票,512,1492.0,74512.15569705082,25528.665154064834,-97500.0,70940.17,81239.315,91884.61499999999,99974.36,1492.0,11294.385321715801,4016.6544571834784,-15600.0,10043.36,12275.86,13793.1,16995.64,1492.0,85806.54101876676,29333.03670445304,-113100.0,81000.0,93500.0,105120.0,116970.0,1492,2,有效发票,1439
E139,个体经营E139 ,472.0,3541.123241525424,17661.002448024825,-5754.72,81.03,224.14999999999998,2298.5525,355339.81,472.0,225.0689406779659,658.6795690270438,-345.28,11.004999999999999,27.59,174.76,10660.19,472.0,3766.19218220339,18244.91708854656,-6100.0,92.0,257.245,2510.0,366000.0,472,2,有效发票,457,12822.0,15979.688352051267,21158.406056243108,-93656.6,9800.0,9991.0,9996.66,99999.9,12822.0,846.2171119950077,2580.277638432635,-11111.75,0.0,0.0,0.0,12999.98,12822.0,16825.90546404627,23704.742350437315,-103958.83,9800.0,9991.0,9996.8,112999.88,12822,2,有效发票,12209
E140,***建筑工程有限公司,2074.0,3599.8205014465016,16978.277163143095,-99655.17,88.5,262.96000000000004,648.1375,148543.68,2074.0,257.33925747348104,1989.987048859024,-15944.83,3.6775,18.65,46.0275,16543.36,2074.0,3857.1597589199646,18679.29814182748,-115600.0,100.0,291.5,700.0,153000.0,2074,2,有效发票,2023,845.0,266489.58860355057,330770.9581315596,-970873.79,97086.41,97087.38,330715.53,970873.79,845.0,8430.685325443817,10017.43486732146,-29126.21,2912.59,2912.62,10956.17,35938.55,845.0,274920.27392899414,340553.1057563356,-1000000.0,99999.0,100000.0,340637.0,1000000.0,845,2,有效发票,726
E141,***食品有限公司,1413.0,28938.389087048843,39246.19082736745,-22531.07,1071.84,9937.65,49490.0,277692.67,1413.0,1458.0060792639777,3486.138491417818,-675.93,0.0,29.1,909.09,24992.33,1413.0,30396.39516631279,41339.62133137276,-23207.0,1130.0,9999.0,50761.7,302685.0,1413,2,有效发票,1357,4740.0,35433.67811814352,34372.209124155495,-97396.7,6983.325,25936.035,61309.1075,99999.0,4740.0,567.1482299578055,1449.151633734523,-7995.93,0.0,0.0,449.8025,14347.46,4740.0,36000.82634810129,34816.80936789182,-104631.03,7223.9175,26611.78,61982.58,106152.05,4740,2,有效发票,4458
E142,***运业有限公司,727.0,70323.7537414028,148721.19667897926,-179487.18,1529.725,12863.35,91743.12,884955.75,727.0,9581.969188445657,21873.201214331497,-30512.82,151.125,887.1,8256.88,145299.14,727.0,79905.72292984875,170240.60915534038,-210000.0,1725.0,13973.56,100000.0,1000000.0,727,2,有效发票,704,1476.0,70227.15813685603,32695.35089882869,-90639.64,46550.8925,90090.09,94581.86,99999.09,1476.0,6844.193929539303,3278.4526800567587,-9970.36,4319.59,8382.065,9090.91,10900.9,1476.0,77071.35206639567,35880.13538269791,-100610.0,51108.25,100000.0,104010.0,110000.0,1476,3,有效发票,1366
E143,***电子科技有限公司,3714.0,9291.013546041964,28482.290729567092,-52717.24,178.64,566.04,5651.635,411964.08,3714.0,1012.5273074851899,2982.0606100242453,-8434.76,9.09,31.06,329.825,32399.94,3714.0,10303.54085352718,31014.003420015146,-61152.0,200.0,599.5,6047.5,424323.02,3714,2,有效发票,3579,1150.0,82530.16233043409,106637.35615059691,-99396.55,60301.725,84482.76,87895.175,991150.44,1150.0,11409.96666956521,14020.070380960247,-15903.45,5915.09,11274.34,13517.24,128849.56,1150.0,93940.129,120496.00016027648,-115300.0,69555.0,98000.0,100000.0,1120000.0,1150,2,有效发票,1099
E144,***劳务有限公司,2478.0,3579.3138619854903,30852.39155656703,-83659.82,178.81,306.11,871.12,999285.71,2478.0,283.6954761904777,1593.809769043225,-10875.78,13.31,31.965,58.81,15724.14,2478.0,3863.009338175948,31479.612732950212,-94535.6,200.0,340.0,950.75,1000000.0,2478,2,有效发票,2434,1360.0,83973.23074999916,40015.22896143814,-99902.91,90909.09,97087.38,97087.38,99902.91,1360.0,4253.983544117715,3675.926089848488,-9909.91,2912.62,2912.62,2912.62,14653.79,1360.0,88227.21429411766,41596.23768361187,-102900.0,100000.0,100000.0,100000.0,109500.0,1360,2,有效发票,1245
E145,***工贸有限公司,2988.0,38614.156954484664,109419.65598559473,-110717.17,424.41999999999996,5765.620000000001,33881.417499999996,976143.73,2988.0,5481.094615127182,17383.471338922358,-14393.23,23.5925,338.9,3719.4325,161094.31,2988.0,44095.25156961175,126560.60509350066,-125110.4,468.9,6235.845,38802.0,1120529.0,2988,2,有效发票,2916,4271.0,30744.539831421298,35034.02568677937,-98920.02,3868.2799999999997,12792.46,58087.825,99999.06,4271.0,4328.51667291033,5294.008107966838,-16708.23,455.81,1700.08,7046.245,16999.39,4271.0,35073.05650433151,39980.054555507064,-114991.92,4345.71,14719.65,66588.93,116995.8,4271,3,有效发票,3844
E146,***基础建设工程有限公司,3250.0,41221.81215999951,142806.97215098306,-430036.62,176.99,431.53499999999997,9408.0,999991.28,3250.0,4847.912446153805,21606.4627367228,-68805.86,21.58,42.085,291.0,169998.52,3250.0,46069.72460615385,163142.13671334175,-498842.48,200.0,468.0,9865.175,1169989.8,3250,2,有效发票,3170,1612.0,92797.43387717096,68340.96477253371,-99099.1,90090.08,91743.12,99090.91,970873.79,1612.0,8472.345763027326,3483.1202711860574,-10900.9,8256.88,9090.91,9909.09,29126.21,1612.0,101269.77964019844,70706.84742756975,-110000.0,99999.99,100000.0,109000.0,1000000.0,1612,2,有效发票,1416
E147,***装饰工程有限责任公司,5991.0,26157.57482056394,71055.83932106468,-97087.38,1677.69,9707.77,9905.34,999523.81,5991.0,1586.3369253880585,3753.1041873174663,-15347.96,81.55,291.26,1150.44,73642.48,5991.0,27743.91174595232,72557.65201307226,-105630.0,1789.0,9999.99,10965.0,1000000.0,5991,2,有效发票,5603,2371.0,80846.5498608189,28791.038950250575,-97087.38,89003.34,91743.12,96116.5,97087.38,2371.0,5252.880759173409,3364.378852843165,-9883.45,2883.5,2912.62,9090.91,9909.91,2371.0,86099.43061999147,30423.12750445587,-100000.0,98000.0,99000.0,100000.0,100000.0,2371,2,有效发票,2314
E148,***商贸有限公司,546.0,56558.75373626369,179782.4861991597,-6728.16,304.84499999999997,1232.07,16753.8125,970873.79,546.0,2662.6028388278414,7399.008699370021,-201.84,25.3675,69.39500000000001,1183.3625,62432.43,546.0,59221.3565750916,186038.47794058724,-6930.0,330.0,1315.5,19093.85,1000000.0,546,2,有效发票,511,281.0,301005.62558718835,224202.92068039987,-648000.0,35238.1,413036.19,435518.1,892678.1,281.0,15050.329181494655,11935.748502535944,-58320.0,1761.9,20651.81,21775.9,58320.0,281.0,316055.95476868324,235957.6720350541,-706320.0,37000.0,433688.0,457294.0,937312.0,281,2,有效发票,270
E149,***建筑劳务有限公司,293.0,1963.7226279863492,7919.2149220889605,8.8,176.99,382.08,1709.4,131533.27,293.0,242.41399317406135,1340.0083337182432,0.0,6.79,23.01,100.46,22360.65,293.0,2206.13662116041,9252.82863870142,8.8,196.0,405.0,2000.0,153893.92,293,2,有效发票,285,1226.0,88219.15170473138,31404.755796270063,-90090.09,90909.09,97087.38,97087.38,99999.03,1226.0,5293.839730832023,3982.499950995484,-9909.91,2912.62,2970.87,9090.91,10900.9,1226.0,93512.9914355628,33885.758157572694,-100000.0,100000.0,100000.0,100000.0,110000.0,1226,2,有效发票,1147
E150,***建设工程有限公司,3379.0,25410.31976916236,64933.60838486939,-78398.06,341.88,7075.47,12476.74,999285.71,3379.0,1575.2864960047289,3694.8897844499543,-2351.94,36.555,258.32,1079.35,52908.85,3379.0,26985.606265167207,67433.0161100763,-80750.0,390.0,7560.0,13975.0,1000000.0,3379,2,有效发票,3268,464.0,271012.70956896537,272316.23887709546,-1485.0,46498.775,183745.11,391993.32,970873.79,464.0,21213.950301724148,24789.650493155383,-148.5,2921.9075000000003,11834.974999999999,29729.73,99099.1,464.0,292226.65987068973,294244.84837852366,-1633.5,50000.0,200000.0,420108.4875,1057949.0,464,2,有效发票,410
E151,***路桥工程有限公司,801.0,14471.632833957545,82797.67075512401,-169.81,258.62,696.54,4273.5,993140.34,801.0,2211.9486641697777,13916.229770701888,-10.19,18.14,67.88,689.66,168833.86,801.0,16683.581498127343,96668.80006000497,-180.0,298.0,805.0,5000.0,1161974.2,801,2,有效发票,781,148.0,731769.0195270274,338867.07172589516,26518.11,515551.46499999997,909090.91,971274.6075,990990.99,148.0,46594.20385135137,32957.34293209106,2651.81,29126.21,29708.74,87473.0275,109009.01,148.0,778363.2233783785,355921.84263006574,29169.92,554977.825,1000000.0,1016630.19,1100000.0,148,2,有效发票,140
E152,***运贸有限责任公司,912.0,7166.299385964906,14493.045114015544,-31597.08,213.59,2859.225,9731.25,247148.52,912.0,350.8334100877187,1139.6374108006864,-1001.86,0.0,7.705,115.495,12357.43,912.0,7517.132796052632,15429.320408629015,-32545.0,220.0,2915.0,9841.75,259505.95,912,2,有效发票,891,1525.0,79913.80228196702,29136.99923191154,-99999.0,82308.95,92232.59,95314.0,99999.01,1525.0,4662.605377049195,1985.0135206939033,-603.97,4883.87,5529.2,5691.66,15267.18,1525.0,84576.40765901635,30774.293898305452,-99999.0,87247.49,97766.55,100552.65,105440.96,1525,2,有效发票,1488
E153,个体经营E153 ,71.0,1238.258591549295,2716.3228842280223,10.34,172.41,262.14,341.71500000000003,9708.74,71.0,72.68507042253522,114.82324146111635,1.3,20.865000000000002,35.87,48.815,565.38,71.0,1310.9436619718308,2803.076625712356,12.0,200.0,300.0,390.5,10000.0,71,1,有效发票,71,355.0,855702.3979436646,232990.15093497426,-798351.35,900900.9,951456.31,970873.79,995145.63,355.0,48638.9155211267,33895.219570664565,-87818.65,29126.21,29126.21,90909.09,99099.1,355.0,904341.3134647886,245409.90827962395,-886170.0,990000.0,1000000.0,1000000.0,1025000.0,355,2,有效发票,280
E154,***汽车销售服务有限公司,2696.0,46315.870448812806,127012.78139479071,-699332.76,176.99,456.505,76616.38,816056.03,2696.0,6987.345879080135,19923.85520926243,-111893.24,23.01,47.620000000000005,11277.21,130568.97,2696.0,53303.2163278932,146748.24880218582,-811226.0,200.0,500.0,88875.0,946625.0,2696,2,有效发票,2657,1923.0,40467.98941757659,41620.22478028413,-69066.36,3992.2650000000003,15589.74,90181.03,99993.1,1923.0,6133.934903796145,6379.928218224762,-8978.64,592.06,2376.97,12792.845,16983.58,1923.0,46601.92432137295,47935.12692854396,-78045.0,4584.0,18086.0,104320.0,116887.0,1923,2,有效发票,1816
E155,个体经营E155 ,417.0,184406.73393285382,305528.7074709424,-92094.02,605.83,90265.49,203663.79,2865843.33,417.0,28358.80889688252,46583.88729745762,-15655.98,64.08,14684.29,31206.9,458534.92,417.0,212765.54282973617,351822.68373369705,-107750.0,645.68,105000.0,236250.0,3324378.25,417,2,有效发票,398,1083.0,74906.36016620506,25142.598520517535,-97500.0,74237.105,81709.4,90743.06,99568.97,1083.0,11353.544884579878,3948.170257443493,-15600.0,10123.89,12413.79,13793.1,16564.1,1083.0,86259.90505078486,28897.211777750606,-113100.0,85000.0,94100.0,104000.0,115500.0,1083,2,有效发票,1045
E156,个体经营E156 ,611.0,3876.828199672665,14502.150503054585,-20726.49,170.94,262.14,969.9,99902.91,611.0,173.1990016366609,643.5375648453119,-3523.51,14.53,33.78,58.480000000000004,7286.25,611.0,4050.027201309331,15015.622953508155,-24250.0,200.0,300.0,999.0,102900.0,611,2,有效发票,592,444.0,409244.65042792796,502467.1983359997,-970873.79,43131.1,266568.88,970873.79,990990.99,444.0,14899.066396396396,22394.481479446342,-29126.21,1293.93,8226.16,29126.21,109009.01,444.0,424143.716824324,520561.8721598612,-1000000.0,44425.03,274565.95,1000000.0,1100000.0,444,2,有效发票,384
E157,***环境设备工程有限公司,1553.0,34278.4237797812,62435.477342116414,-99898.23,375.47,9590.0,76258.41,970873.79,1553.0,3642.901983258207,6191.695122673227,-14115.68,41.38,291.26,8260.51,95326.65,1553.0,37921.32576303927,67837.971846506,-112885.0,415.0,9920.96,86172.0,1000000.0,1553,2,有效发票,1472,999.0,73953.19514514471,49976.19051324453,-97087.38,90909.09,91743.12,91743.12,97087.38,999.0,5847.704804804757,3668.8910719542864,-9909.91,2912.62,8256.88,8256.88,14529.91,999.0,79800.89994994995,52739.92726152218,-100000.0,100000.0,100000.0,100000.0,100047.66,999,2,有效发票,918
E158,***装饰工程有限公司,1174.0,58573.46084327087,185401.63322879424,-458620.43,189.0,442.48,9450.0,970873.79,1174.0,2213.8586286200966,5856.004722170331,-13758.61,13.55,41.38,299.2725,29126.21,1174.0,60787.319471891,190984.99038837384,-472379.04,200.0,480.0,9882.1375,1000000.0,1174,2,有效发票,1099,986.0,89508.6627789059,21654.539387965502,0.0,91743.12,97087.38,99090.91,99999.09,986.0,6436.686825557831,3433.8394316042386,0.0,2912.62,8256.88,9500.0,10999.89,986.0,95945.34960446249,23265.435636624054,0.0,100000.0,100000.0,102897.0,110998.89,986,2,有效发票,859
E159,个体经营E159 ,4684.0,15245.390527327063,50802.15095253259,-88495.58,175.48749999999998,486.75,8738.74,999285.71,4684.0,886.754549530312,2541.770480862915,-12312.4,8.89,36.81,291.26,16869.23,4684.0,16132.145076857389,51844.088468041264,-100000.0,200.0,523.0,9920.0,1000000.0,4684,2,有效发票,4472,253.0,423245.1767193676,366126.1169401306,-819150.94,75471.7,357798.17,812752.25,999346.68,253.0,36464.59189723321,36409.23826237998,-125503.58,3849.06,26992.08,58018.87,125503.58,253.0,459709.7686166008,399568.66508463153,-868300.0,80000.0,390000.0,868300.0,1100000.0,253,2,有效发票,233
E160,***钢结构工程有限公司,4384.0,35648.669555200555,60133.28331993936,-81802.74,669.415,9647.95,85470.09,999285.71,4384.0,4657.733957573005,7998.312498977495,-13906.47,41.38,519.745,9970.07,139487.18,4384.0,40306.40351277374,66749.98898038559,-95709.21,699.5,10000.0,99994.0,1000000.0,4384,2,有效发票,4245,3377.0,79547.62907610268,38210.37616370235,-99793.94,83393.11,97087.38,98620.69,99981.95,3377.0,9552.122149837136,6637.474133155573,-16782.05,2912.62,11391.45,15641.38,16996.51,3377.0,89099.75122594004,43168.55067042919,-115500.0,95000.0,100000.0,113100.0,116976.0,3377,2,有效发票,2814
E161,***建筑劳务有限责任公司,248.0,4057.068427419356,21721.187369061063,4.72,172.41,349.805,945.645,281965.81,248.0,351.42576612903224,3076.68414655877,0.0,8.9125,21.9,47.699999999999996,47934.19,248.0,4408.494193548388,24502.39289939635,5.0,188.75,375.99,1000.0,329900.0,248,2,有效发票,246,289.0,641585.2183737021,416514.0168402652,-970873.79,136665.15,900900.9,970873.79,976912.62,289.0,26132.14276816608,24189.36357365346,-29126.21,9909.91,29126.21,29126.21,99099.1,289.0,667717.3611418686,431602.6000937216,-1000000.0,140765.1,1000000.0,1000000.0,1006220.0,289,2,有效发票,238
E162,***网络信息安全有限公司,10363.0,14922.128380777782,78653.07239944121,-943396.23,234.91,792.45,4562.155,999056.6,10363.0,1088.7884714850934,5451.491080411802,-56603.77,8.83,33.12,239.28,120796.46,10363.0,16010.916852262844,83708.50898620911,-1000000.0,247.5,844.0,4904.5,1059000.0,10363,2,有效发票,9820,511.0,297223.1196086105,435750.5384862975,-943750.0,64858.49,172413.79,662085.23,998235.79,511.0,30629.317866927595,37405.8640642096,-137271.72,3891.51,14689.66,50840.665,157655.17,511.0,327852.4374755381,463728.42803784326,-995220.0,68750.0,192000.0,722500.0,1143000.0,511,2,有效发票,471
E163,***物流有限公司,2633.0,30120.33544625897,100045.1326082615,-121551.72,265.48,1056.03,9999.99,1280341.88,2633.0,3311.977280668388,9967.106302174216,-19448.28,33.64,73.19,1275.27,217658.12,2633.0,33432.31272692743,108113.34009118595,-141000.0,300.0,1200.0,11680.0,1498000.0,2633,2,有效发票,2576,1092.0,148368.24060439566,223016.40104170967,-988946.59,88433.7525,96395.5,99636.36,999999.97,1092.0,14512.378800366307,20165.629028898755,-98894.66,9278.24,10206.81,10958.87,100000.0,1092.0,162880.61940476185,242862.90747284592,-1087841.25,97670.17499999999,106220.0,110585.0,1099999.97,1092,2,有效发票,928
